"id","lat","longitude","razaosocial"
180386,-16.682837,-43.877373,""
178695,-16.702024,-43.856562,""
179494,-16.719557,-43.863627,""
178708,-16.717161,-43.85884,""
179660,-16.695534,-43.867811,""
178632,-16.691454,-43.8779,""
178617,-16.699947,-43.871627,""
178588,-16.694864,-43.872866,""
178571,-16.700982,-43.870521,""
179626,-16.713743,-43.887963,""
179764,-16.713801,-43.884445,""
179472,-16.697879,-43.873204,""
178480,-16.698982,-43.849222,""
178567,-16.698728,-43.87123,""
177613,-16.701278,-43.848442,""
179245,-16.670325,-43.855445,""
178593,-16.69207,-43.878718,""
180377,-16.716445,-43.851786,""
178678,-16.702231,-43.860547,""
179264,-16.668862,-43.854713,""
180060,-16.717849,-43.864932,""
179921,-16.723913,-43.872237,""
179306,-16.721325,-43.857952,""
178733,-16.701463,-43.848343,""
179174,-16.716897,-43.865406,""
178523,-16.700157,-43.880635,""
180317,-16.717938,-43.859417,""
178718,-16.711237,-43.844969,""
178675,-16.711277,-43.844988,""
179481,-16.718458,-43.858736,""
178658,-16.717046,-43.859593,""
180375,-16.664848,-43.852617,""
180277,-16.691543,-43.878532,""
178741,-16.699968,-43.850487,""
177486,-16.726925,-43.863087,""
180368,-16.714512,-43.85499,""
179568,-16.669531,-43.854736,""
179890,-16.722621,-43.855757,""
179736,-16.724985,-43.867061,""
179342,-16.683965,-43.876734,""
179747,-16.714498,-43.884853,""
178514,-16.703222,-43.878649,""
179789,-16.724741,-43.878988,""
178586,-16.702115,-43.883437,""
178186,-16.714145,-43.888116,""
177290,-16.697477,-43.871072,""
179550,-16.701427,-43.852878,""
178615,-16.697883,-43.873851,""
177459,-16.71092,-43.864674,""
179217,-16.693407,-43.853044,""
179588,-16.718183,-43.872661,""
178605,-16.702644,-43.879433,""
179152,-16.727157,-43.865755,""
177348,-16.718033,-43.859502,""
178581,-16.703361,-43.876469,""
179751,-16.669468,-43.854422,""
178568,-16.700389,-43.870147,""
179613,-16.702767,-43.878833,""
179754,-16.720699,-43.862881,""
178599,-16.698574,-43.880214,""
179345,-16.686642,-43.875161,""
177512,-16.703213,-43.867787,""
179578,-16.684164,-43.864115,""
179213,-16.723389,-43.865034,""
178223,-16.697026,-43.853805,""
179986,-16.675305,-43.886676,""
178596,-16.703108,-43.873093,""
180007,-16.722043,-43.863401,""
179403,-16.725192,-43.876613,""
177364,-16.687802,-43.880835,""
179860,-16.7157,-43.88737,""
177430,-16.700339,-43.848041,""
180403,-16.689894,-43.863427,""
178587,-16.702285,-43.882863,""
179943,-16.697272,-43.850885,""
178530,-16.702618,-43.879698,""
177397,-16.719942,-43.857951,""
177319,-16.714529,-43.882397,""
178518,-16.702068,-43.88393,""
180380,-16.723122,-43.881298,""
179114,-16.70662,-43.86617,""
177432,-16.723103,-43.846469,""
178595,-16.702343,-43.873986,""
178653,-16.699771,-43.849039,""
177332,-16.72098,-43.870037,""
177902,-16.699116,-43.873317,""
179524,-16.723659,-43.849665,""
178662,-16.714348,-43.855501,""
179652,-16.698621,-43.853708,""
179610,-16.717566,-43.866967,""
178606,-16.691391,-43.877772,""
178478,-16.707941,-43.857666,""
179206,-16.723487,-43.864359,""
177217,-16.684518,-43.864232,""
177618,-16.716768,-43.864923,""
178132,-16.700464,-43.875082,""
180168,-16.722005,-43.861967,""
179181,-16.717683,-43.864811,""
180138,-16.679663,-43.877529,""
180187,-16.703348,-43.880583,""
179291,-16.718264,-43.854379,""
179632,-16.700773,-43.852719,""
180137,-16.698536,-43.850933,""
179973,-16.720572,-43.865552,""
179620,-16.719022,-43.884983,""
180046,-16.724158,-43.872915,""
180238,-16.717797,-43.882002,""
178618,-16.696295,-43.871876,""
179183,-16.716931,-43.865438,""
177880,-16.698117,-43.869856,""
178254,-16.702137,-43.850628,""
177216,-16.669411,-43.854149,""
177918,-16.714318,-43.887914,""
179275,-16.709551,-43.853865,""
179099,-16.726586,-43.865174,""
179295,-16.728011,-43.888432,""
179269,-16.712158,-43.862518,""
179122,-16.722256,-43.865738,""
179247,-16.668608,-43.854568,""
180423,-16.69887,-43.851237,""
180142,-16.71868,-43.858448,""
177387,-16.714548,-43.846253,""
178611,-16.703115,-43.879317,""
179811,-16.698951,-43.861029,""
179209,-16.724327,-43.864567,""
180170,-16.717964,-43.87616,""
179190,-16.724329,-43.863334,""
178147,-16.697339,-43.865012,""
178550,-16.689759,-43.878441,""
179564,-16.702141,-43.869196,""
180011,-16.717275,-43.865604,""
178583,-16.701582,-43.879713,""
178589,-16.713922,-43.866409,""
178740,-16.706717,-43.853955,""
177382,-16.709245,-43.865646,""
178727,-16.713063,-43.857355,""
178532,-16.699572,-43.870983,""
178666,-16.714461,-43.855077,""
179184,-16.717892,-43.865712,""
178241,-16.688836,-43.876302,""
177345,-16.716171,-43.853827,""
179165,-16.718337,-43.864322,""
178156,-16.684539,-43.877533,""
178572,-16.699919,-43.872647,""
179724,-16.725058,-43.865457,""
180273,-16.696613,-43.850861,""
178579,-16.701922,-43.878061,""
177312,-16.718678,-43.863169,""
177266,-16.724037,-43.873745,""
178211,-16.702994,-43.872811,""
179846,-16.719665,-43.879458,""
180373,-16.686203,-43.878944,""
177227,-16.719816,-43.863784,""
177380,-16.714533,-43.888448,""
178680,-16.701513,-43.846994,""
180208,-16.716453,-43.849055,""
178190,-16.700135,-43.880788,""
177301,-16.693079,-43.853037,""
178735,-16.717362,-43.863167,""
178612,-16.715389,-43.868449,""
178584,-16.703207,-43.877873,""
180123,-16.667903,-43.854417,""
178709,-16.713235,-43.857645,""
179858,-16.698834,-43.869452,""
180309,-16.702637,-43.869328,""
179616,-16.701378,-43.886527,""
177716,-16.688979,-43.866587,""
179216,-16.722133,-43.864708,""
178747,-16.699143,-43.848363,""
178063,-16.692636,-43.872862,""
179323,-16.684693,-43.876241,""
178516,-16.700423,-43.871801,""
178719,-16.70325,-43.85364,""
178252,-16.700801,-43.853351,""
179256,-16.724298,-43.85068,""
177201,-16.724582,-43.865555,""
178562,-16.702619,-43.869442,""
179412,-16.708342,-43.86331,""
179589,-16.722201,-43.875434,""
179753,-16.718796,-43.863907,""
179166,-16.722807,-43.864056,""
177302,-16.701765,-43.853026,""
179188,-16.716866,-43.865453,""
178745,-16.702353,-43.860513,""
178559,-16.696629,-43.876762,""
177310,-16.687438,-43.880723,""
180308,-16.718722,-43.884175,""
179792,-16.709839,-43.853015,""
180302,-16.718247,-43.883783,""
178566,-16.700486,-43.871686,""
180109,-16.713023,-43.852073,""
178657,-16.717688,-43.863143,""
179352,-16.715185,-43.885945,""
179606,-16.714018,-43.854253,""
177210,-16.717663,-43.86471,""
177616,-16.727163,-43.872093,""
179210,-16.717092,-43.865679,""
179493,-16.699716,-43.872394,""
178714,-16.697082,-43.853971,""
180084,-16.719112,-43.885013,""
177494,-16.69993,-43.869209,""
178578,-16.69865,-43.871395,""
179963,-16.676011,-43.873449,""
180034,-16.718106,-43.885926,""
179340,-16.697242,-43.869098,""
180093,-16.717532,-43.874252,""
179509,-16.709293,-43.865834,""
178485,-16.704935,-43.855818,""
178224,-16.729473,-43.874269,""
179254,-16.669142,-43.855007,""
177231,-16.700222,-43.847758,""
179974,-16.723108,-43.865019,""
180378,-16.699232,-43.850578,""
178246,-16.704275,-43.871081,""
178542,-16.690043,-43.8784,""
179659,-16.707474,-43.853205,""
179313,-16.718465,-43.857031,""
180065,-16.714457,-43.855075,""
177764,-16.698789,-43.867144,""
179167,-16.724444,-43.870598,""
179581,-16.720614,-43.869718,""
179208,-16.72566,-43.859653,""
180177,-16.701028,-43.868681,""
178243,-16.688155,-43.880129,""
179935,-16.717037,-43.884833,""
179825,-16.724352,-43.864544,""
179929,-16.728648,-43.871661,""
178519,-16.697811,-43.872505,""
177997,-16.727093,-43.866458,""
179164,-16.726606,-43.867371,""
179549,-16.717392,-43.852224,""
178239,-16.715385,-43.86876,""
178231,-16.712853,-43.857237,""
179586,-16.708222,-43.863092,""
179344,-16.689021,-43.873856,""
180343,-16.670977,-43.853202,""
178635,-16.703114,-43.878174,""
179781,-16.728088,-43.867611,""
178591,-16.699441,-43.874476,""
179604,-16.695648,-43.871969,""
179543,-16.690053,-43.878337,""
180207,-16.692873,-43.873275,""
178543,-16.688488,-43.878965,""
179191,-16.720805,-43.863008,""
177579,-16.717479,-43.884737,""
179703,-16.723452,-43.84777,""
179960,-16.703566,-43.880046,""
178255,-16.664728,-43.851208,""
179241,-16.68872,-43.877624,""
178663,-16.713613,-43.853233,""
179177,-16.717698,-43.864826,""
178510,-16.688027,-43.875755,""
178574,-16.695521,-43.872866,""
177335,-16.717026,-43.865896,""
177325,-16.704492,-43.852968,""
178520,-16.702677,-43.87248,""
180069,-16.702287,-43.873952,""
178673,-16.696707,-43.852964,""
178654,-16.717572,-43.863306,""
179740,-16.698674,-43.849928,""
180015,-16.722313,-43.863463,""
180035,-16.718143,-43.863141,""
178661,-16.706504,-43.850487,""
180101,-16.686132,-43.864557,""
178517,-16.705641,-43.871121,""
177218,-16.686008,-43.864618,""
179954,-16.716929,-43.850383,""
178652,-16.708409,-43.851257,""
180304,-16.719895,-43.862542,""
180135,-16.719534,-43.847892,""
178561,-16.698738,-43.87133,""
179614,-16.720602,-43.849824,""
179671,-16.669627,-43.852948,""
178667,-16.712106,-43.862381,""
178565,-16.696581,-43.872353,""
177458,-16.722618,-43.843796,""
179105,-16.699812,-43.867197,""
179636,-16.696591,-43.872363,""
177586,-16.714125,-43.885263,""
179212,-16.721145,-43.863197,""
180225,-16.684143,-43.876722,""
177602,-16.701379,-43.848392,""
177442,-16.694109,-43.849211,""
177502,-16.697211,-43.878772,""
178522,-16.703065,-43.878552,""
179700,-16.719227,-43.863427,""
178582,-16.700693,-43.882564,""
177648,-16.724075,-43.86609,""
179104,-16.723955,-43.862892,""
177367,-16.720975,-43.863067,""
179800,-16.699605,-43.849828,""
178722,-16.702206,-43.850656,""
179219,-16.717695,-43.859474,""
177645,-16.713835,-43.858192,""
180163,-16.670995,-43.856807,""
177456,-16.726939,-43.871619,""
177362,-16.722498,-43.867031,""
179182,-16.716898,-43.865495,""
178232,-16.718688,-43.882685,""
180010,-16.725564,-43.866377,""
179720,-16.714543,-43.863128,""
179864,-16.724693,-43.875506,""
178185,-16.706875,-43.862888,""
178526,-16.691054,-43.879255,""
179192,-16.723193,-43.866568,""
179900,-16.688922,-43.879714,""
179322,-16.685679,-43.879117,""
177394,-16.700924,-43.875203,""
180096,-16.720196,-43.864557,""
178242,-16.689803,-43.876304,""
178585,-16.698566,-43.879124,""
179930,-16.719906,-43.859796,""
179169,-16.724865,-43.871388,""
179982,-16.713383,-43.853315,""
179726,-16.671405,-43.851423,""
177220,-16.707634,-43.853877,""
180351,-16.665265,-43.850708,""
177318,-16.713994,-43.887128,""
178601,-16.699901,-43.873184,""
179452,-16.686808,-43.875065,""
178513,-16.702478,-43.879668,""
179875,-16.701596,-43.847988,""
177212,-16.721095,-43.865746,""
178541,-16.687425,-43.875745,""
178554,-16.692027,-43.875524,""
178614,-16.693121,-43.87816,""
178650,-16.702472,-43.850196,""
180080,-16.716722,-43.883098,""
179095,-16.723399,-43.871513,""
179250,-16.694703,-43.868867,""
180006,-16.718647,-43.882605,""
179665,-16.690897,-43.878946,""
179168,-16.724144,-43.870637,""
178699,-16.714373,-43.861614,""
179121,-16.697884,-43.853236,""
177386,-16.714299,-43.887915,""
178683,-16.715034,-43.848482,""
177361,-16.717355,-43.865558,""
178742,-16.713795,-43.853801,""
178244,-16.700047,-43.871793,""
180058,-16.677788,-43.874516,""
178685,-16.714503,-43.852686,""
180382,-16.717684,-43.85946,""
180189,-16.707587,-43.845128,""
178731,-16.697442,-43.866402,""
