"FROM", "TO", "PREV", "LOG", "LAT"
166646,20427,166645,-38.5348,-3.82047
166646,166645,166646,-38.5349,-3.82039
166646,166650,166649,-38.5591,-3.74916
166646,166649,40508,-38.559,-3.74914
166646,40508,40507,-38.559,-3.74922
166646,40507,40504,-38.559,-3.74947
166646,40504,21894,-38.5595,-3.7501
166646,21894,86658,-38.5593,-3.75032
166646,86658,65899,-38.5588,-3.75077
166646,65899,65900,-38.5583,-3.75118
166646,65900,107178,-38.5583,-3.7512
166646,107178,18274,-38.5573,-3.75213
166646,18274,10929,-38.5565,-3.75286
166646,10929,91150,-38.5561,-3.75324
166646,91150,23659,-38.5556,-3.75367
166646,23659,78543,-38.5552,-3.75405
166646,78543,30036,-38.5549,-3.75433
166646,30036,30035,-38.5549,-3.75448
166646,30035,92437,-38.5554,-3.75501
166646,92437,92435,-38.5555,-3.75507
166646,92435,92436,-38.5556,-3.75524
166646,92436,92438,-38.556,-3.75558
166646,92438,43228,-38.5563,-3.75588
166646,43228,96943,-38.5573,-3.75683
166646,96943,36999,-38.5574,-3.7569
166646,36999,37011,-38.559,-3.75727
166646,37011,101297,-38.5593,-3.75728
166646,101297,28013,-38.5596,-3.75727
166646,28013,28006,-38.5613,-3.75749
166646,28006,28014,-38.5616,-3.75758
166646,28014,52448,-38.5621,-3.75775
166646,52448,61760,-38.5627,-3.75816
166646,61760,61758,-38.5629,-3.75839
166646,61758,91841,-38.5633,-3.75889
166646,91841,91840,-38.5636,-3.75924
166646,91840,92249,-38.5641,-3.76004
166646,92249,14890,-38.5644,-3.7606
166646,14890,108607,-38.5648,-3.76124
166646,108607,11256,-38.5649,-3.76135
166646,11256,46879,-38.5654,-3.76204
166646,46879,55876,-38.5658,-3.7628
166646,55876,98743,-38.5663,-3.76346
166646,98743,98741,-38.5665,-3.7638
166646,98741,28155,-38.5667,-3.76413
166646,28155,257,-38.5673,-3.76505
166646,257,76928,-38.5674,-3.76521
166646,76928,54479,-38.5676,-3.76543
166646,54479,52567,-38.5679,-3.76597
166646,52567,41761,-38.569,-3.76682
166646,41761,41756,-38.5694,-3.76722
166646,41756,55914,-38.5695,-3.76732
166646,55914,66408,-38.5695,-3.76739
166646,66408,66404,-38.5697,-3.76762
166646,66404,92588,-38.57,-3.76863
166646,92588,73931,-38.5702,-3.76921
166646,73931,7479,-38.5704,-3.77011
166646,7479,7481,-38.5701,-3.77043
166646,7481,7477,-38.57,-3.77057
166646,7477,7478,-38.5697,-3.77096
166646,7478,74811,-38.5697,-3.77109
166646,74811,74812,-38.5693,-3.77152
166646,74812,5111,-38.5684,-3.77279
166646,5111,65858,-38.5677,-3.77362
166646,65858,65859,-38.5675,-3.77396
166646,65859,58124,-38.5674,-3.77406
166646,58124,58104,-38.5673,-3.77414
166646,58104,43107,-38.5659,-3.77407
166646,43107,20525,-38.5649,-3.77369
166646,20525,20530,-38.5647,-3.77382
166646,20530,69762,-38.5647,-3.77391
166646,69762,40944,-38.5646,-3.774
166646,40944,39604,-38.5645,-3.77409
166646,39604,39605,-38.5641,-3.77458
166646,39605,40976,-38.564,-3.77476
166646,40976,39377,-38.5635,-3.77544
166646,39377,39378,-38.5634,-3.77548
166646,39378,154588,-38.5633,-3.7756
166646,154588,71951,-38.562,-3.77723
166646,71951,35568,-38.5618,-3.77761
166646,35568,35560,-38.5606,-3.77937
166646,35560,100319,-38.5598,-3.77997
166646,100319,63654,-38.5589,-3.78045
166646,63654,63652,-38.558,-3.78094
166646,63652,92774,-38.5578,-3.78107
166646,92774,92773,-38.5571,-3.78143
166646,92773,35955,-38.5569,-3.78155
166646,35955,100174,-38.5562,-3.7819
166646,166652,166651,-38.5398,-3.72532
166646,166651,47375,-38.5398,-3.72522
166646,47375,112709,-38.5396,-3.72483
166646,112709,11803,-38.5386,-3.72516
166646,11803,11804,-38.5375,-3.72551
166646,11804,23965,-38.5379,-3.72667
166646,23965,19540,-38.5379,-3.72696
166646,19540,19541,-38.5383,-3.72812
166646,19541,99463,-38.5384,-3.72852
166646,99463,5018,-38.5386,-3.72894
166646,5018,55985,-38.5377,-3.72922
166646,55985,40383,-38.5375,-3.7293
166646,40383,40381,-38.5373,-3.72934
166646,40381,40382,-38.5369,-3.72946
166646,40382,19561,-38.5364,-3.72964
166646,19561,19562,-38.5359,-3.72982
166646,19562,31110,-38.5353,-3.72999
166646,31110,56284,-38.5352,-3.73002
166646,56284,41217,-38.5342,-3.73035
166646,41217,41399,-38.5342,-3.73043
166646,41399,20288,-38.5345,-3.73133
166646,20288,23280,-38.5348,-3.73232
166646,23280,23274,-38.5349,-3.73279
166646,23274,23273,-38.535,-3.7331
166646,23273,42742,-38.5351,-3.73322
166646,42742,42741,-38.5351,-3.7334
166646,42741,165435,-38.5353,-3.73415
166646,165435,42455,-38.5355,-3.73464
166646,42455,42454,-38.5356,-3.73517
166646,42454,48235,-38.5356,-3.73518
166646,48235,90264,-38.5353,-3.73524
166646,90264,90261,-38.5353,-3.73525
166646,90261,47586,-38.5352,-3.73527
166646,47586,47579,-38.5342,-3.73553
166646,47579,66255,-38.5334,-3.73581
166646,66255,110148,-38.5333,-3.73582
166646,110148,19799,-38.5325,-3.73621
166646,19799,7921,-38.5315,-3.73655
166646,7921,20407,-38.5308,-3.73675
166646,20407,54796,-38.5303,-3.73692
166646,54796,40397,-38.5295,-3.73717
166646,40397,40395,-38.5293,-3.73722
166646,40395,514,-38.5286,-3.73736
166646,514,49750,-38.5279,-3.73752
166646,49750,13813,-38.5272,-3.73772
166646,13813,13812,-38.5263,-3.73801
166646,13812,24137,-38.5255,-3.7383
166646,24137,57160,-38.5254,-3.73833
166646,57160,2718,-38.5253,-3.73835
166646,2718,47673,-38.5247,-3.73861
166646,47673,50075,-38.5246,-3.73866
166646,50075,25059,-38.5245,-3.73868
166646,25059,44198,-38.5247,-3.73921
166646,44198,85068,-38.5248,-3.73978
166646,85068,6329,-38.525,-3.74027
166646,6329,10327,-38.5252,-3.74084
166646,10327,35100,-38.5253,-3.741
166646,35100,107147,-38.5257,-3.74134
166646,107147,107140,-38.5259,-3.74155
166646,107140,124640,-38.5259,-3.74168
166646,124640,94718,-38.5259,-3.74182
166646,94718,69760,-38.5258,-3.74227
166646,69760,69758,-38.5258,-3.74286
166646,69758,127390,-38.5257,-3.74309
166646,127390,127389,-38.5257,-3.74317
166646,127389,98063,-38.5256,-3.74361
166646,98063,98061,-38.5256,-3.74373
166646,98061,118921,-38.5255,-3.74422
166646,118921,118919,-38.5253,-3.74552
166646,118919,89013,-38.5253,-3.74561
166646,89013,47787,-38.5253,-3.7458
166646,47787,42390,-38.525,-3.74657
166646,42390,2839,-38.5246,-3.74732
166646,2839,2838,-38.5245,-3.74748
166646,2838,696,-38.524,-3.74845
166646,696,98847,-38.5238,-3.74924
166646,98847,90933,-38.5237,-3.74967
166646,90933,72142,-38.5237,-3.7499
166646,72142,20241,-38.5236,-3.75061
166646,20241,17221,-38.5235,-3.75102
166646,17221,17220,-38.5235,-3.75113
166646,17220,67131,-38.5235,-3.75117
166646,67131,67130,-38.5234,-3.75139
166646,67130,56507,-38.5234,-3.75181
166646,56507,23179,-38.5233,-3.75271
166646,23179,23178,-38.5233,-3.75289
166646,23178,47680,-38.5234,-3.75371
166646,47680,105159,-38.5234,-3.7538
166646,105159,99636,-38.5234,-3.75388
166646,99636,66639,-38.5234,-3.754
166646,66639,16966,-38.5234,-3.75416
166646,16966,52893,-38.5234,-3.75463
166646,52893,86752,-38.5234,-3.75477
166646,86752,90278,-38.5232,-3.75543
166646,90278,76806,-38.523,-3.75556
166646,76806,22280,-38.5215,-3.75665
166646,22280,22278,-38.5213,-3.75677
166646,22278,29094,-38.5203,-3.75754
166646,29094,58817,-38.5195,-3.75833
166646,58817,160682,-38.5193,-3.75866
166646,160682,133162,-38.5193,-3.75881
166646,133162,133155,-38.519,-3.75976
166646,133155,139659,-38.519,-3.76006
166646,139659,139658,-38.519,-3.76011
166646,139658,52739,-38.519,-3.76016
166646,52739,59696,-38.5188,-3.76109
166646,59696,109563,-38.5188,-3.76121
166646,109563,92870,-38.5188,-3.7614
166646,92870,106255,-38.5188,-3.76151
166646,106255,91477,-38.5188,-3.76165
166646,91477,91475,-38.5184,-3.76382
166646,91475,62127,-38.5182,-3.76542
166646,62127,62124,-38.518,-3.7662
166646,62124,69385,-38.5179,-3.76679
166646,69385,92546,-38.5177,-3.76763
166646,92546,93457,-38.5176,-3.76792
166646,93457,29292,-38.5172,-3.76946
166646,29292,28473,-38.5171,-3.76997
166646,28473,28472,-38.517,-3.77017
166646,28472,28476,-38.5167,-3.77124
166646,28476,28477,-38.5166,-3.7717
166646,28477,72658,-38.5164,-3.77228
166646,72658,106622,-38.5158,-3.77454
166646,106622,95036,-38.5156,-3.77522
166646,95036,155983,-38.5153,-3.77612
166646,155983,27048,-38.5153,-3.77629
166646,27048,27046,-38.5151,-3.77697
166646,27046,22723,-38.5148,-3.77811
166646,22723,22722,-38.5145,-3.77921
166646,22722,129070,-38.5144,-3.77918
166646,129070,67492,-38.5144,-3.77926
166646,67492,43069,-38.5145,-3.77929
166646,43069,77224,-38.5147,-3.77937
166646,77224,73110,-38.5148,-3.77942
166646,73110,150786,-38.5153,-3.77986
166646,150786,119480,-38.5154,-3.78008
166646,119480,63753,-38.5157,-3.78089
166646,63753,63750,-38.5159,-3.78128
166646,63750,63752,-38.5161,-3.78177
166646,63752,67320,-38.5164,-3.78269
166646,67320,67324,-38.5165,-3.78322
166646,67324,112683,-38.5166,-3.7833
166646,112683,26305,-38.5169,-3.785
166646,26305,26301,-38.517,-3.78522
166646,26301,26304,-38.5171,-3.78574
166646,26304,26311,-38.5171,-3.78578
166646,26311,131089,-38.5171,-3.78613
166646,131089,131090,-38.5171,-3.78643
166646,131090,63061,-38.5171,-3.78673
166646,63061,142996,-38.5171,-3.78696
166646,142996,109434,-38.5171,-3.7872
166646,109434,44221,-38.5171,-3.78732
166646,44221,33725,-38.517,-3.78898
166646,33725,132080,-38.517,-3.78956
166646,132080,66544,-38.517,-3.78967
166646,66544,98636,-38.517,-3.79013
166646,98636,109860,-38.517,-3.79026
166646,109860,135086,-38.5171,-3.79096
166646,135086,43306,-38.5173,-3.79166
166646,43306,43307,-38.5174,-3.79236
166646,43307,132607,-38.5175,-3.7927
166646,132607,42671,-38.5176,-3.79307
166646,42671,42672,-38.5177,-3.79377
166646,42672,56900,-38.5179,-3.79445
166646,56900,22330,-38.518,-3.79519
166646,22330,18779,-38.5181,-3.79527
166646,18779,18780,-38.5182,-3.79594
166646,18780,24830,-38.5183,-3.79662
166646,24830,47743,-38.5185,-3.79734
166646,47743,28974,-38.5186,-3.79803
166646,28974,28975,-38.5188,-3.79874
166646,28975,27989,-38.519,-3.79945
166646,27989,27992,-38.5193,-3.80042
166646,27992,231,-38.5199,-3.80127
166646,231,22287,-38.5204,-3.80196
166646,22287,22288,-38.5206,-3.80221
166646,22288,139601,-38.5218,-3.80373
166646,139601,79494,-38.5219,-3.80381
166646,79494,92755,-38.5221,-3.80407
166646,92755,147666,-38.5225,-3.80454
166646,147666,132248,-38.5227,-3.80482
166646,132248,132249,-38.523,-3.80526
166646,132249,106073,-38.5232,-3.80546
166646,106073,56129,-38.5243,-3.80716
166646,166654,166653,-38.5398,-3.77204
166646,166653,110416,-38.5403,-3.77197
166646,110416,29905,-38.541,-3.77177
166646,29905,29904,-38.5417,-3.77159
166646,29904,87302,-38.5424,-3.77138
166646,87302,28738,-38.543,-3.77098
166646,28738,68847,-38.5432,-3.77088
166646,68847,158476,-38.5433,-3.77078
166646,158476,79694,-38.5442,-3.77011
166646,79694,76000,-38.5447,-3.77007
166646,76000,83171,-38.5453,-3.76991
166646,83171,61746,-38.5455,-3.76974
166646,61746,27675,-38.5457,-3.76957
166646,27675,111913,-38.5463,-3.76922
166646,111913,48330,-38.5465,-3.76903
166646,48330,50920,-38.5469,-3.76881
166646,50920,120453,-38.5473,-3.76873
166646,120453,42829,-38.5474,-3.76872
166646,42829,10022,-38.5496,-3.76853
166646,10022,77448,-38.5496,-3.76863
166646,77448,77450,-38.55,-3.76946
166646,77450,57642,-38.5499,-3.76955
166646,57642,105992,-38.5499,-3.77052
166646,105992,96651,-38.5499,-3.77067
166646,96651,120015,-38.5501,-3.77126
166646,120015,120005,-38.5504,-3.77203
166646,120005,120010,-38.5508,-3.77322
166646,120010,120014,-38.5508,-3.77352
166646,120014,120037,-38.5508,-3.77422
166646,120037,120040,-38.5507,-3.77457
166646,120040,120016,-38.5502,-3.77553
166646,120016,109619,-38.5465,-3.77866
166646,109619,109624,-38.5457,-3.77904
166646,109624,85433,-38.5455,-3.77911
166646,85433,85434,-38.5454,-3.77914
166646,85434,145015,-38.5455,-3.77944
166646,145015,58425,-38.5455,-3.77956
166646,58425,19444,-38.5457,-3.78021
166646,19444,19448,-38.5458,-3.7806
166646,19448,23012,-38.546,-3.78128
166646,23012,131324,-38.5462,-3.78202
166646,131324,67311,-38.5464,-3.78272
166646,67311,140096,-38.5466,-3.78328
166646,140096,65141,-38.5466,-3.78341
166646,65141,10920,-38.5468,-3.7841
166646,10920,10921,-38.547,-3.78478
166646,10921,99848,-38.5472,-3.78522
166646,99848,93311,-38.5473,-3.78544
166646,93311,158773,-38.5473,-3.78568
166646,158773,77123,-38.5475,-3.78619
166646,77123,84165,-38.5477,-3.78686
166646,84165,90640,-38.5478,-3.78721
166646,90640,11780,-38.5479,-3.78754
166646,166656,166655,-38.5643,-3.73409
166646,166655,63480,-38.5638,-3.73393
166646,63480,63481,-38.5637,-3.7341
166646,63481,90358,-38.5636,-3.7347
166646,90358,29581,-38.5634,-3.73534
166646,29581,22220,-38.5632,-3.73531
166646,22220,778,-38.563,-3.73527
166646,778,777,-38.563,-3.73544
166646,777,29580,-38.5632,-3.73547
166646,29580,29582,-38.5633,-3.7355
166646,29582,92517,-38.5635,-3.73555
166646,92517,92516,-38.5637,-3.73558
166646,92516,30883,-38.5641,-3.73566
166646,30883,22251,-38.5642,-3.73568
166646,22251,4239,-38.5652,-3.73588
166646,4239,109811,-38.5654,-3.73594
166646,109811,109494,-38.5657,-3.73599
166646,109494,39720,-38.5662,-3.73611
166646,39720,21344,-38.5666,-3.73618
166646,21344,119987,-38.5669,-3.73625
166646,119987,119986,-38.5671,-3.7363
166646,119986,67308,-38.5673,-3.73633
166646,67308,26356,-38.5684,-3.73655
166646,26356,30175,-38.5685,-3.73659
166646,30175,22175,-38.5686,-3.7366
166646,22175,22174,-38.5689,-3.73666
166646,22174,28321,-38.569,-3.73669
166646,28321,28342,-38.569,-3.73683
166646,28342,56549,-38.569,-3.73722
166646,56549,155905,-38.5691,-3.73787
166646,155905,155912,-38.5691,-3.73854
166646,155912,23219,-38.5689,-3.73882
166646,23219,135046,-38.5689,-3.73894
166646,135046,135045,-38.5686,-3.73922
166646,135045,95,-38.5686,-3.73932
166646,95,110471,-38.5681,-3.73991
166646,110471,96625,-38.5677,-3.7405
166646,96625,30173,-38.5674,-3.74092
166646,30173,30168,-38.5673,-3.74109
166646,30168,30172,-38.567,-3.74149
166646,30172,107457,-38.5665,-3.74191
166646,107457,100308,-38.5665,-3.74196
166646,100308,92732,-38.5664,-3.74205
166646,92732,58920,-38.5658,-3.74262
166646,58920,164122,-38.5653,-3.74312
166646,164122,55498,-38.5652,-3.74321
166646,55498,8760,-38.5647,-3.74386
166646,8760,11706,-38.5643,-3.74448
166646,11706,66399,-38.5638,-3.74508
166646,66399,66400,-38.5632,-3.74576
166646,66400,93058,-38.563,-3.74599
166646,93058,39387,-38.5627,-3.74635
166646,39387,92349,-38.5622,-3.74705
166646,92349,92350,-38.5619,-3.74731
166646,92350,31466,-38.5617,-3.74754
166646,31466,139569,-38.5613,-3.74799
166646,139569,49014,-38.5612,-3.74816
166646,49014,32089,-38.5607,-3.74875
166646,32089,132236,-38.5602,-3.74929
166646,132236,21895,-38.5601,-3.74938
166646,21895,21894,-38.5595,-3.7501
166646,166658,166657,-38.5569,-3.74
166646,166657,62063,-38.5573,-3.74007
166646,62063,47162,-38.5575,-3.74011
166646,47162,41410,-38.5575,-3.74003
166646,41410,63647,-38.5573,-3.73999
166646,63647,42753,-38.5564,-3.73982
166646,42753,22756,-38.5554,-3.73961
166646,22756,55534,-38.5553,-3.73959
166646,55534,41695,-38.5543,-3.73938
166646,41695,41696,-38.5532,-3.73918
166646,41696,22784,-38.5521,-3.73895
166646,22784,5487,-38.551,-3.73872
166646,5487,28999,-38.5504,-3.73859
166646,28999,173,-38.5499,-3.73848
166646,173,47547,-38.5493,-3.73834
166646,47547,63622,-38.5489,-3.73825
166646,63622,40376,-38.5484,-3.73814
166646,40376,23732,-38.5481,-3.73807
166646,23732,42073,-38.5476,-3.73798
166646,42073,6909,-38.5472,-3.73791
166646,6909,29461,-38.5468,-3.73781
166646,29461,43167,-38.5463,-3.73772
166646,43167,85472,-38.5459,-3.73764
166646,85472,42120,-38.5455,-3.73756
166646,42120,92406,-38.5453,-3.73752
166646,92406,28860,-38.5447,-3.73741
166646,28860,77452,-38.5439,-3.73725
166646,77452,117927,-38.5438,-3.73723
166646,117927,98257,-38.5437,-3.73723
166646,98257,98254,-38.5433,-3.73731
166646,98254,15468,-38.5427,-3.73765
166646,15468,63731,-38.5425,-3.73789
166646,63731,63710,-38.5423,-3.73811
166646,63710,33416,-38.5422,-3.7383
166646,33416,38556,-38.5412,-3.73912
166646,38556,47361,-38.541,-3.73932
166646,47361,347,-38.5403,-3.73994
166646,347,346,-38.5402,-3.74002
166646,346,133165,-38.5393,-3.74073
166646,133165,85973,-38.5391,-3.74093
166646,85973,149666,-38.539,-3.74106
166646,149666,19549,-38.5378,-3.74204
166646,19549,269,-38.5374,-3.74238
166646,269,19550,-38.5371,-3.74268
166646,19550,74826,-38.5368,-3.74295
166646,74826,19565,-38.5366,-3.74309
166646,19565,20331,-38.536,-3.74356
166646,20331,19703,-38.5354,-3.74413
166646,19703,41465,-38.535,-3.7445
166646,41465,56379,-38.5343,-3.74509
166646,56379,56333,-38.534,-3.7453
166646,56333,56334,-38.5333,-3.74588
166646,56334,47546,-38.5333,-3.74591
166646,47546,22425,-38.5327,-3.74642
166646,22425,20496,-38.5325,-3.74657
166646,20496,12257,-38.5319,-3.74705
166646,12257,75130,-38.5317,-3.74723
166646,75130,75131,-38.5313,-3.74756
166646,75131,98166,-38.5309,-3.74799
166646,98166,35170,-38.5308,-3.74807
166646,35170,3060,-38.5304,-3.7484
166646,3060,105232,-38.53,-3.74871
166646,105232,105233,-38.5294,-3.74922
166646,105233,22946,-38.5292,-3.74938
166646,22946,22947,-38.5288,-3.74971
166646,22947,165676,-38.5283,-3.7502
166646,165676,64859,-38.5279,-3.75052
166646,64859,123871,-38.5276,-3.75077
166646,123871,23890,-38.5275,-3.75084
166646,23890,1321,-38.5271,-3.75122
166646,1321,99381,-38.527,-3.75126
166646,99381,31697,-38.5268,-3.75143
166646,31697,159707,-38.5267,-3.75157
166646,159707,94410,-38.5265,-3.75171
166646,94410,98355,-38.5258,-3.75225
166646,98355,141167,-38.5253,-3.75271
166646,141167,13234,-38.5252,-3.75278
166646,13234,16827,-38.5249,-3.75312
166646,16827,22904,-38.5247,-3.75326
166646,22904,16959,-38.5246,-3.75333
166646,16959,16963,-38.5239,-3.75372
166646,16963,110055,-38.5237,-3.75377
166646,110055,118014,-38.5236,-3.75379
166646,118014,25071,-38.5235,-3.7538
166646,25071,25070,-38.5234,-3.7538
166646,25070,105159,-38.5234,-3.7538
166646,166660,166659,-38.553,-3.73339
166646,166659,66214,-38.5532,-3.73344
166646,66214,29957,-38.5537,-3.73353
166646,29957,29953,-38.5539,-3.73359
166646,29953,29954,-38.5543,-3.73366
166646,29954,41471,-38.5541,-3.73479
166646,41471,75140,-38.554,-3.73522
166646,75140,75141,-38.554,-3.73534
166646,75141,59272,-38.5539,-3.73587
166646,59272,114956,-38.5537,-3.73645
166646,114956,62447,-38.5536,-3.737
166646,62447,62448,-38.5535,-3.73754
166646,62448,47209,-38.5534,-3.7381
166646,47209,47210,-38.5533,-3.73864
166646,47210,41696,-38.5532,-3.73918
166646,166662,166661,-38.5495,-3.73526
166646,166661,41800,-38.5493,-3.73607
166646,41800,22977,-38.5492,-3.73646
166646,22977,20620,-38.5491,-3.73716
166646,20620,63622,-38.5489,-3.73825
166646,166664,166663,-38.5411,-3.8178
166646,166663,10609,-38.5409,-3.81763
166646,10609,4434,-38.5398,-3.81856
166646,4434,2736,-38.5382,-3.81991
166646,2736,2739,-38.5377,-3.82018
166646,2739,51575,-38.5375,-3.82028
166646,51575,56537,-38.5373,-3.82037
166646,56537,56535,-38.5355,-3.82125
166646,56535,56536,-38.5354,-3.82135
166646,166666,166665,-38.5251,-3.81588
166646,166665,63271,-38.5251,-3.81616
166646,63271,47665,-38.5262,-3.81584
166646,47665,6687,-38.5269,-3.81565
166646,6687,20747,-38.527,-3.8156
166646,20747,20744,-38.5272,-3.81555
166646,20744,4795,-38.5274,-3.81547
166646,4795,11064,-38.5277,-3.81527
166646,11064,60614,-38.528,-3.81506
166646,60614,74761,-38.5283,-3.81486
166646,74761,7656,-38.5286,-3.81465
166646,7656,7655,-38.5288,-3.81444
166646,7655,40678,-38.5292,-3.81421
166646,40678,40677,-38.5293,-3.81409
166646,40677,40679,-38.5297,-3.8138
166646,166668,166667,-38.5337,-3.80322
166646,166667,104612,-38.5336,-3.80317
166646,104612,47658,-38.5322,-3.8031
166646,47658,93373,-38.5329,-3.8052
166646,93373,43606,-38.5335,-3.80682
166646,43606,31092,-38.5335,-3.80695
166646,31092,118220,-38.5335,-3.80699
166646,118220,118216,-38.5337,-3.8075
166646,118216,31701,-38.5337,-3.80755
166646,31701,28253,-38.5338,-3.80797
166646,28253,28255,-38.534,-3.80838
166646,28255,20314,-38.5341,-3.80862
166646,20314,20315,-38.5343,-3.80923
166646,20315,30907,-38.5344,-3.80955
166646,30907,10527,-38.5345,-3.80995
166646,10527,10528,-38.5346,-3.81026
166646,10528,120591,-38.5347,-3.8104
166646,120591,59263,-38.535,-3.8115
166646,59263,387,-38.5353,-3.81213
166646,387,27769,-38.5353,-3.81227
166646,27769,27771,-38.5355,-3.81297
166646,27771,36956,-38.5356,-3.81341
166646,36956,36960,-38.5356,-3.81355
166646,36960,36961,-38.5357,-3.81363
166646,36961,30675,-38.5344,-3.81448
166646,30675,30673,-38.5342,-3.81463
166646,30673,48431,-38.5337,-3.81492
166646,48431,48432,-38.5333,-3.81517
166646,48432,48429,-38.5333,-3.8152
166646,48429,48430,-38.5329,-3.81548
166646,48430,57306,-38.5323,-3.81584
166646,57306,39082,-38.5317,-3.81624
166646,39082,39083,-38.5316,-3.81633
166646,166670,166669,-38.5504,-3.72254
166646,166669,28071,-38.5503,-3.72219
166646,28071,18251,-38.549,-3.72256
166646,18251,18262,-38.549,-3.72349
166646,18262,4550,-38.549,-3.72375
166646,4550,57302,-38.5492,-3.72455
166646,57302,87012,-38.5489,-3.72453
166646,87012,19421,-38.5481,-3.72453
166646,19421,148380,-38.548,-3.72454
166646,148380,55709,-38.5478,-3.72454
166646,55709,55710,-38.5475,-3.72456
166646,55710,79713,-38.5469,-3.72461
