"FROM", "TO", "PREV", "LOG", "LAT"
166652,22427,22426,-38.5133,-3.72976
166652,22426,22428,-38.5133,-3.72978
166652,22428,66684,-38.5122,-3.73012
166652,66684,43760,-38.5117,-3.73029
166652,43760,24695,-38.5111,-3.73045
166652,24695,24696,-38.5101,-3.7308
166652,24696,24729,-38.5093,-3.73106
166652,24729,26633,-38.509,-3.73116
166652,26633,56956,-38.5088,-3.73122
166652,56956,17591,-38.508,-3.73149
166652,17591,17592,-38.5069,-3.73184
166652,17592,45226,-38.5058,-3.73218
166652,45226,66800,-38.5055,-3.73122
166652,66800,23307,-38.5054,-3.73078
166652,23307,49708,-38.5052,-3.73006
166652,49708,48127,-38.5049,-3.72936
166652,48127,29229,-38.5047,-3.7287
166652,29229,29227,-38.5045,-3.72803
166652,29227,43924,-38.5043,-3.72726
166652,43924,32888,-38.504,-3.72639
166652,32888,47846,-38.5038,-3.72575
166652,47846,66985,-38.5036,-3.72531
166652,66985,87193,-38.5035,-3.72489
166652,87193,36339,-38.5035,-3.72478
166652,36339,15572,-38.5034,-3.72467
166652,15572,42326,-38.5034,-3.7247
166652,42326,90559,-38.5033,-3.72472
166652,90559,30842,-38.5025,-3.72501
166652,30842,30841,-38.5024,-3.72505
166652,30841,78153,-38.5017,-3.72525
166652,166664,166663,-38.4876,-3.73584
166652,166663,46323,-38.4875,-3.73584
166652,46323,26174,-38.487,-3.73583
166652,26174,26175,-38.487,-3.73476
166652,26175,16295,-38.4881,-3.73482
166652,16295,28890,-38.4886,-3.73483
166652,28890,44966,-38.4887,-3.73375
166652,44966,49154,-38.4887,-3.73333
166652,49154,49153,-38.4887,-3.73266
166652,49153,31760,-38.4888,-3.73155
166652,31760,27363,-38.4888,-3.73122
166652,27363,25192,-38.4889,-3.72938
166652,25192,25188,-38.4893,-3.72937
166652,25188,128605,-38.4895,-3.72932
166652,128605,128606,-38.4896,-3.72929
166652,128606,120192,-38.4897,-3.72925
166652,120192,158700,-38.4898,-3.72921
166652,158700,93538,-38.4899,-3.72917
166652,93538,80617,-38.4903,-3.72902
166652,80617,59731,-38.4906,-3.72891
166652,59731,59736,-38.4907,-3.72888
166652,59736,99841,-38.4912,-3.72871
166652,99841,50564,-38.4913,-3.72869
166652,50564,13037,-38.4916,-3.72859
166652,13037,13038,-38.492,-3.72846
166652,13038,31177,-38.4926,-3.72829
166652,31177,77446,-38.493,-3.72816
166652,77446,30340,-38.4935,-3.72797
166652,166666,166665,-38.5248,-3.74929
166652,166665,43339,-38.5247,-3.74997
166652,43339,119228,-38.5247,-3.75032
166652,119228,42398,-38.5245,-3.75115
166652,42398,90269,-38.5245,-3.75123
166652,90269,1488,-38.5243,-3.75235
166652,1488,90922,-38.5243,-3.75242
166652,90922,90921,-38.5243,-3.75273
166652,90921,16820,-38.5239,-3.75366
166652,16820,16963,-38.5239,-3.75372
166652,16963,110055,-38.5237,-3.75377
166652,110055,118014,-38.5236,-3.75379
166652,118014,25071,-38.5235,-3.7538
166652,25071,25070,-38.5234,-3.7538
166652,25070,105159,-38.5234,-3.7538
166652,105159,22869,-38.5232,-3.75381
166652,22869,22872,-38.5223,-3.75371
166652,22872,22138,-38.5222,-3.75369
166652,22138,22139,-38.5216,-3.75363
166652,22139,25027,-38.5206,-3.75351
166652,25027,22286,-38.5205,-3.7535
166652,22286,61766,-38.5194,-3.75337
166652,61766,61767,-38.5193,-3.75336
166652,61767,77458,-38.5182,-3.75322
166652,77458,24838,-38.5171,-3.75309
166652,24838,24836,-38.5165,-3.75302
166652,24836,22622,-38.516,-3.75297
166652,22622,86417,-38.5155,-3.75291
166652,86417,258,-38.5149,-3.75284
166652,258,43134,-38.5138,-3.75269
166652,43134,66653,-38.5135,-3.75266
166652,66653,30276,-38.5127,-3.75256
166652,30276,30274,-38.5124,-3.75253
166652,30274,56821,-38.5123,-3.75252
166652,56821,87228,-38.5112,-3.75239
166652,87228,66802,-38.51,-3.75225
166652,66802,24760,-38.5088,-3.75212
166652,24760,24761,-38.5077,-3.75197
166652,166668,166667,-38.5013,-3.74287
166652,166667,23846,-38.5006,-3.7431
166652,166670,166669,-38.5116,-3.7227
166652,166669,22785,-38.5115,-3.72251
166652,22785,22786,-38.511,-3.72091
166652,166672,166671,-38.5112,-3.72142
166652,166674,166673,-38.4765,-3.75125
166652,166673,100607,-38.4763,-3.75059
166652,100607,114367,-38.4763,-3.75048
166652,114367,53255,-38.476,-3.74969
166652,53255,69500,-38.4766,-3.7495
166652,69500,18864,-38.4763,-3.74868
166652,18864,61919,-38.4768,-3.74852
166652,61919,41212,-38.4764,-3.74719
166652,41212,41211,-38.4766,-3.74719
166652,41211,6140,-38.4784,-3.74707
166652,6140,6138,-38.4792,-3.74677
166652,6138,76178,-38.4796,-3.74664
166652,76178,80489,-38.4799,-3.74656
166652,80489,67377,-38.48,-3.74652
166652,67377,55791,-38.4805,-3.74638
166652,55791,26321,-38.4812,-3.74615
166652,26321,72978,-38.482,-3.74593
166652,72978,119065,-38.4827,-3.74568
166652,119065,143545,-38.4829,-3.74562
166652,143545,27109,-38.4836,-3.74539
166652,27109,132492,-38.4841,-3.74433
166652,132492,82016,-38.4852,-3.74407
166652,82016,118722,-38.4867,-3.74365
166652,118722,118718,-38.4873,-3.74387
166652,118718,120623,-38.488,-3.744
166652,120623,26154,-38.4881,-3.74396
166652,26154,88882,-38.489,-3.74368
166652,88882,95884,-38.4894,-3.74354
166652,95884,48678,-38.4895,-3.74351
166652,48678,123804,-38.4895,-3.74345
166652,123804,135039,-38.4892,-3.74306
166652,135039,135040,-38.489,-3.74269
166652,135040,150496,-38.4888,-3.74235
166652,150496,150497,-38.4887,-3.74219
166652,150497,109804,-38.4885,-3.74199
166652,109804,74452,-38.4881,-3.74122
166652,74452,67948,-38.4879,-3.74092
166652,67948,67952,-38.4878,-3.74074
166652,67952,119762,-38.4878,-3.74058
166652,119762,1258,-38.4878,-3.74027
166652,1258,55904,-38.4876,-3.73975
166652,55904,67723,-38.4881,-3.73957
166652,67723,67724,-38.4884,-3.73945
166652,67724,6141,-38.4884,-3.73939
166652,6141,45728,-38.489,-3.73922
166652,45728,73970,-38.4893,-3.73912
166652,73970,18859,-38.4896,-3.73903
166652,18859,26055,-38.4905,-3.73871
166652,26055,45702,-38.4915,-3.73843
166652,45702,45703,-38.4925,-3.73812
166652,45703,68855,-38.4933,-3.73781
166652,68855,28839,-38.4934,-3.73778
166652,28839,51059,-38.4935,-3.73775
166652,51059,24632,-38.4932,-3.73678
166652,24632,24631,-38.4929,-3.73581
166652,24631,12095,-38.4926,-3.73484
166652,12095,24641,-38.4925,-3.73475
166652,24641,41215,-38.4924,-3.73432
166652,41215,42125,-38.4922,-3.73382
166652,42125,73543,-38.492,-3.73323
166652,73543,26128,-38.4919,-3.73285
166652,26128,26127,-38.4916,-3.73186
166652,26127,89342,-38.4914,-3.73124
166652,89342,768,-38.4913,-3.73088
166652,768,44875,-38.491,-3.72988
166652,44875,48210,-38.4907,-3.72915
166652,48210,59736,-38.4907,-3.72888
166652,166676,166675,-38.5182,-3.73424
166652,166675,10938,-38.5181,-3.73405
166652,10938,20523,-38.5179,-3.73337
166652,20523,43299,-38.5178,-3.73322
166652,43299,43300,-38.5176,-3.7323
166652,43300,24833,-38.5174,-3.73163
166652,24833,24832,-38.5173,-3.73149
166652,24832,26024,-38.5162,-3.73181
166652,166678,166677,-38.5001,-3.74327
166652,166677,25819,-38.4996,-3.74345
166652,25819,11818,-38.4993,-3.7425
166652,11818,11819,-38.5002,-3.74214
166652,11819,1315,-38.5003,-3.74211
166652,166680,166679,-38.4855,-3.72569
166652,166679,49114,-38.4865,-3.72595
166652,49114,46233,-38.4866,-3.72597
166652,46233,25201,-38.4876,-3.72609
166652,25201,25200,-38.4881,-3.72621
166652,25200,27376,-38.4893,-3.72637
166652,27376,15746,-38.4898,-3.72646
166652,15746,15743,-38.4903,-3.72653
166652,15743,25168,-38.4913,-3.72668
166652,25168,26059,-38.4913,-3.7267
166652,26059,264,-38.4923,-3.72688
166652,264,23909,-38.4932,-3.72702
166652,166682,166681,-38.526,-3.74241
166652,166681,21576,-38.526,-3.74231
166652,166684,166683,-38.5057,-3.72815
166652,166683,44610,-38.5058,-3.72831
166652,44610,44611,-38.5053,-3.72849
166652,44611,29229,-38.5047,-3.7287
166652,166686,166685,-38.5118,-3.75254
166652,166685,43761,-38.5123,-3.7526
166652,43761,52466,-38.5124,-3.75261
166652,52466,30274,-38.5124,-3.75253
166652,166688,166687,-38.4753,-3.74751
166652,166687,50815,-38.4752,-3.74718
166652,50815,8012,-38.4753,-3.74716
166652,8012,43121,-38.4758,-3.74717
166652,43121,41212,-38.4764,-3.74719
166652,166690,166689,-38.5195,-3.74844
166652,166689,82142,-38.5195,-3.74895
166652,82142,49871,-38.5195,-3.74958
166652,49871,5940,-38.5195,-3.75
166652,5940,22421,-38.5177,-3.74988
166652,22421,157030,-38.5173,-3.74984
166652,157030,44174,-38.5166,-3.74978
166652,44174,99192,-38.5166,-3.7502
166652,99192,132676,-38.5165,-3.75047
166652,132676,58366,-38.5164,-3.75081
166652,58366,98642,-38.5163,-3.75123
166652,98642,44226,-38.5162,-3.75193
166652,44226,51298,-38.5162,-3.75217
166652,51298,22623,-38.5161,-3.75236
166652,22623,22622,-38.516,-3.75297
166652,166692,166691,-38.4905,-3.73113
166652,166691,26144,-38.4903,-3.7312
166652,26144,26250,-38.49,-3.73022
166652,26250,120192,-38.4897,-3.72925
166652,166694,166693,-38.5149,-3.73135
166652,166693,24926,-38.5152,-3.73214
166652,24926,22795,-38.5141,-3.73245
166652,22795,22776,-38.5131,-3.7328
166652,22776,55920,-38.5129,-3.7322
166652,55920,43722,-38.5127,-3.73152
166652,43722,66683,-38.5126,-3.7312
166652,66683,66684,-38.5122,-3.73012
166652,166696,166695,-38.5167,-3.73028
166652,166695,22627,-38.5169,-3.7302
166652,22627,72757,-38.5171,-3.73072
166652,72757,68647,-38.5171,-3.73089
166652,68647,42668,-38.5173,-3.73127
166652,42668,44231,-38.5173,-3.7314
166652,44231,24832,-38.5173,-3.73149
166652,166698,166697,-38.4892,-3.73319
166652,166697,34873,-38.4892,-3.7337
166652,34873,27594,-38.4892,-3.73375
166652,27594,73295,-38.4892,-3.73376
166652,73295,73294,-38.4891,-3.73376
166652,73294,44966,-38.4887,-3.73375
166652,166700,166699,-38.5049,-3.72507
166652,166699,45190,-38.5043,-3.72511
166652,45190,77682,-38.5041,-3.72458
166652,77682,15576,-38.5041,-3.7245
166652,15576,102812,-38.504,-3.72421
166652,166702,166701,-38.5282,-3.75368
166652,166701,38783,-38.5278,-3.75324
166652,38783,32067,-38.5274,-3.75276
166652,32067,22926,-38.5266,-3.75177
166652,22926,94410,-38.5265,-3.75171
166652,94410,98355,-38.5258,-3.75225
166652,98355,141167,-38.5253,-3.75271
166652,141167,13234,-38.5252,-3.75278
166652,13234,16827,-38.5249,-3.75312
166652,16827,22904,-38.5247,-3.75326
166652,22904,16959,-38.5246,-3.75333
166652,16959,16963,-38.5239,-3.75372
166652,166704,166703,-38.5014,-3.74283
166652,166703,25752,-38.5013,-3.74286
166652,25752,23846,-38.5006,-3.7431
166652,166706,166705,-38.5296,-3.74752
166652,166705,14244,-38.5297,-3.74799
166652,14244,3054,-38.5299,-3.74847
166652,3054,105232,-38.53,-3.74871
166652,105232,105233,-38.5294,-3.74922
166652,105233,22946,-38.5292,-3.74938
166652,22946,22947,-38.5288,-3.74971
166652,22947,165676,-38.5283,-3.7502
166652,165676,64859,-38.5279,-3.75052
166652,64859,123871,-38.5276,-3.75077
166652,123871,23890,-38.5275,-3.75084
166652,23890,1321,-38.5271,-3.75122
166652,1321,99381,-38.527,-3.75126
166652,99381,31697,-38.5268,-3.75143
166652,31697,159707,-38.5267,-3.75157
166652,159707,94410,-38.5265,-3.75171
166652,166708,166707,-38.4939,-3.74809
166652,166707,59742,-38.4946,-3.74788
166652,59742,48206,-38.4953,-3.74764
166652,48206,9357,-38.4955,-3.74757
166652,9357,610,-38.4965,-3.74727
166652,610,609,-38.4965,-3.74725
166652,609,17056,-38.4975,-3.74697
166652,17056,45003,-38.4985,-3.74664
166652,45003,48162,-38.4993,-3.74637
166652,48162,23853,-38.4994,-3.74634
166652,23853,10107,-38.5004,-3.74605
166652,10107,28116,-38.5014,-3.74574
166652,28116,23758,-38.5014,-3.74572
166652,166710,166709,-38.4872,-3.73583
166652,166709,26174,-38.487,-3.73583
166652,166712,166711,-38.5302,-3.74865
166652,166711,165299,-38.5304,-3.74847
166652,165299,34371,-38.5308,-3.74816
166652,34371,73827,-38.5314,-3.7476
166652,73827,75131,-38.5313,-3.74756
166652,75131,98166,-38.5309,-3.74799
166652,98166,35170,-38.5308,-3.74807
166652,35170,3060,-38.5304,-3.7484
166652,3060,105232,-38.53,-3.74871
166652,166714,166713,-38.4905,-3.7318
166652,166713,26144,-38.4903,-3.7312
166652,166716,166715,-38.4951,-3.7438
166652,166715,24573,-38.4953,-3.74373
166652,24573,150781,-38.4954,-3.74371
166652,150781,58056,-38.4954,-3.7437
166652,58056,77985,-38.4954,-3.74361
166652,77985,131422,-38.4952,-3.74322
166652,131422,57192,-38.4951,-3.74273
166652,57192,29661,-38.4948,-3.74172
166652,29661,29660,-38.4947,-3.74166
166652,29660,98906,-38.4944,-3.74074
166652,98906,75749,-38.4941,-3.73978
166652,75749,75748,-38.494,-3.73921
166652,75748,28776,-38.4938,-3.73878
166652,28776,28838,-38.4935,-3.73781
166652,28838,51059,-38.4935,-3.73775
166652,166718,166717,-38.4874,-3.7233
166652,166717,48683,-38.4898,-3.72407
166652,48683,31405,-38.4902,-3.72453
166652,31405,25149,-38.4906,-3.72496
