"TIME", "DISTANCE", "CLIENT_1_EID", "CLIENT_1_LAT", "CLIENT_1_LON", "CLIENT_2_EID", "CLIENT_2_LAT", "CLIENT_2_LON"
0.1701235836, 9.461448183, 1, -3.820394, -38.534866, 4479, -3.756041822, -38.51215472
0.2366652955, 14.12647849, 1, -3.820394, -38.534866, 4475, -3.7223132, -38.5114
0.2150166318, 12.6954371, 1, -3.820394, -38.534866, 4474, -3.7280765, -38.49369
0.2070464638, 12.31999922, 1, -3.820394, -38.534866, 4473, -3.7308743, -38.49507
0.1749002165, 10.19675857, 1, -3.820394, -38.534866, 4472, -3.7459671, -38.528343
0.2216245227, 13.22638311, 1, -3.820394, -38.534866, 4471, -3.725058751, -38.49958842
0.193887236, 11.67518824, 1, -3.820394, -38.534866, 4470, -3.743503708, -38.50846931
0.2190858645, 12.63129932, 1, -3.820394, -38.534866, 4469, -3.733908655, -38.51677336
0.2143008379, 12.84328188, 1, -3.820394, -38.534866, 4468, -3.735783128, -38.48758819
0.1652299688, 9.65052486, 1, -3.820394, -38.534866, 4467, -3.7493057, -38.52489
0.1776065625, 10.63678927, 1, -3.820394, -38.534866, 4466, -3.7428074, -38.50127
0.2372578374, 14.14721746, 1, -3.820394, -38.534866, 4465, -3.722706, -38.511555
0.2346133579, 14.05466067, 1, -3.820394, -38.534866, 4464, -3.721458497, -38.51107735
0.2446306025, 13.77563995, 1, -3.820394, -38.534866, 4463, -3.7512312, -38.476578
0.2154164108, 12.38603032, 1, -3.820394, -38.534866, 4462, -3.734276451, -38.51802064
0.1851953784, 10.95028203, 1, -3.820394, -38.534866, 4461, -3.7433362, -38.500084
0.2258541295, 13.6584898, 1, -3.820394, -38.534866, 4460, -3.7258618, -38.485477
0.1839187801, 10.85725164, 1, -3.820394, -38.534866, 4459, -3.742433, -38.52614
0.2269304028, 13.15099795, 1, -3.820394, -38.534866, 4458, -3.728167892, -38.50565943
0.1704394468, 9.93985551, 1, -3.820394, -38.534866, 4457, -3.7526722, -38.511772
0.2337644098, 13.42624689, 1, -3.820394, -38.534866, 4456, -3.747555323, -38.47515963
